TYPE,CATEGORY,QUESTION,help text,image video,is_required,correct_answers,"correct_feedback
",incorrect_feedback,correct answers texts(optional),choice 1,choice 2,choice 3,choice 4,choice 5,choice 6,choice 7,choice 8,choice 9,choice 10,choice 11,,,,
CHOICE,abstract nouns,Identify the abstract noun(s): ,"abstract nouns Abstract nouns are common and useful. Abstract nouns denote an idea, quality, or state rather than a concrete object, e.g. truth, danger, happiness.",,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,adventure,adventure,work,bike,Oxford,goat,ox,,,,,,,,,
CHOICE,abstract nouns,Identify the abstract noun(s): ,"abstract nouns Abstract nouns are common and useful. Abstract nouns denote an idea, quality, or state rather than a concrete object, e.g. truth, danger, happiness.",,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,amazement,amazement,ball,basis,dog,aircraft,,,,,,,,,,
CHOICE,abstract nouns,Identify the abstract noun(s): ,"abstract nouns Abstract nouns are common and useful. Abstract nouns denote an idea, quality, or state rather than a concrete object, e.g. truth, danger, happiness.",,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,anger,anger,day,kimono,man,tree,,,,,,,,,,
CHOICE,abstract nouns,Identify the abstract noun(s): ,"abstract nouns Abstract nouns are common and useful. Abstract nouns denote an idea, quality, or state rather than a concrete object, e.g. truth, danger, happiness.",,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,anxiety,anxiety,man,approach,mouth,bridge,,,,,,,,,,
CHOICE,abstract nouns,Identify the abstract noun(s): ,"abstract nouns Abstract nouns are common and useful. Abstract nouns denote an idea, quality, or state rather than a concrete object, e.g. truth, danger, happiness.",,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,apprehension,apprehension,world,series,radio,strategy,,,,,,,,,,
CHOICE,abstract nouns,Identify the abstract noun(s): ,"abstract nouns Abstract nouns are common and useful. Abstract nouns denote an idea, quality, or state rather than a concrete object, e.g. truth, danger, happiness.",,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,artistry,artistry,life,love,provision,contrast,,,,,,,,,,
CHOICE,abstract nouns,Identify the abstract noun(s): ,"abstract nouns Abstract nouns are common and useful. Abstract nouns denote an idea, quality, or state rather than a concrete object, e.g. truth, danger, happiness.",,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,awe,awe,pal,toe,sign,,,,,,,,,,,
CHOICE,abstract nouns,Identify the abstract noun(s): ,"abstract nouns Abstract nouns are common and useful. Abstract nouns denote an idea, quality, or state rather than a concrete object, e.g. truth, danger, happiness.",,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,beauty,beauty,house,news,slice,,,,,,,,,,,
CHOICE,abstract nouns,Identify the abstract noun(s): ,"abstract nouns Abstract nouns are common and useful. Abstract nouns denote an idea, quality, or state rather than a concrete object, e.g. truth, danger, happiness.",,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,belief,belief,course,ball,farm,,,,,,,,,,,
CHOICE,abstract nouns,Identify the abstract noun(s): ,"abstract nouns Abstract nouns are common and useful. Abstract nouns denote an idea, quality, or state rather than a concrete object, e.g. truth, danger, happiness.",,,"1,3",Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,#VALUE!,bravery,case,future,statue,,,,,,,,,,,
CHOICE,abstract nouns,Identify the abstract noun(s): ,"abstract nouns Abstract nouns are common and useful. Abstract nouns denote an idea, quality, or state rather than a concrete object, e.g. truth, danger, happiness.",,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,brilliance,brilliance,stem,manager,package,,,,,,,,,,,
CHOICE,abstract nouns,Identify the abstract noun(s): ,"abstract nouns Abstract nouns are common and useful. Abstract nouns denote an idea, quality, or state rather than a concrete object, e.g. truth, danger, happiness.",,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,brutality,brutality,pork,list,vase,,,,,,,,,,,
CHOICE,abstract nouns,Identify the abstract noun(s): ,"abstract nouns Abstract nouns are common and useful. Abstract nouns denote an idea, quality, or state rather than a concrete object, e.g. truth, danger, happiness.",,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,calmness,calmness,end,computer,teacher,,,,,,,,,,,
CHOICE,abstract nouns,Identify the abstract noun(s): ,"abstract nouns Abstract nouns are common and useful. Abstract nouns denote an idea, quality, or state rather than a concrete object, e.g. truth, danger, happiness.",,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,chaos,chaos,group,screen,show,,,,,,,,,,,
CHOICE,abstract nouns,Identify the abstract noun(s): ,"abstract nouns Abstract nouns are common and useful. Abstract nouns denote an idea, quality, or state rather than a concrete object, e.g. truth, danger, happiness.",,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,charity,charity,company,rest,speaker,,,,,,,,,,,
CHOICE,abstract nouns,Identify the abstract noun(s): ,"abstract nouns Abstract nouns are common and useful. Abstract nouns denote an idea, quality, or state rather than a concrete object, e.g. truth, danger, happiness.",,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,clarity,clarity,party,labour,baby,,,,,,,,,,,
CHOICE,abstract nouns,Identify the abstract noun(s): ,"abstract nouns Abstract nouns are common and useful. Abstract nouns denote an idea, quality, or state rather than a concrete object, e.g. truth, danger, happiness.",,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,coldness,coldness,information,structure,arm,,,,,,,,,,,
CHOICE,abstract nouns,Identify the abstract noun(s): ,"abstract nouns Abstract nouns are common and useful. Abstract nouns denote an idea, quality, or state rather than a concrete object, e.g. truth, danger, happiness.",,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,comfort,comfort,school,hair,base,,,,,,,,,,,
CHOICE,abstract nouns,Identify the abstract noun(s): ,"abstract nouns Abstract nouns are common and useful. Abstract nouns denote an idea, quality, or state rather than a concrete object, e.g. truth, danger, happiness.",,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,communication,communication,fact,bill,miss,,,,,,,,,,,
CHOICE,abstract nouns,Identify the abstract noun(s): ,"abstract nouns Abstract nouns are common and useful. Abstract nouns denote an idea, quality, or state rather than a concrete object, e.g. truth, danger, happiness.",,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,compassion,compassion,money,heart,safety,,,,,,,,,,,
CHOICE,abstract nouns,Identify the abstract noun(s): ,"abstract nouns Abstract nouns are common and useful. Abstract nouns denote an idea, quality, or state rather than a concrete object, e.g. truth, danger, happiness.",,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,confidence,confidence,point,force,trouble,,,,,,,,,,,
CHOICE,abstract nouns,Identify the abstract noun(s): ,"abstract nouns Abstract nouns are common and useful. Abstract nouns denote an idea, quality, or state rather than a concrete object, e.g. truth, danger, happiness.",,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,consideration,consideration,example,attention,culture,,,,,,,,,,,
CHOICE,abstract nouns,Identify the abstract noun(s): ,"abstract nouns Abstract nouns are common and useful. Abstract nouns denote an idea, quality, or state rather than a concrete object, e.g. truth, danger, happiness.",,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,contentment,contentment,state,movement,direction,,,,,,,,,,,
CHOICE,abstract nouns,Identify the abstract noun(s): ,"abstract nouns Abstract nouns are common and useful. Abstract nouns denote an idea, quality, or state rather than a concrete object, e.g. truth, danger, happiness.",,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,courage,courage,business,success,context,,,,,,,,,,,
CHOICE,abstract nouns,Identify the abstract noun(s): ,"abstract nouns Abstract nouns are common and useful. Abstract nouns denote an idea, quality, or state rather than a concrete object, e.g. truth, danger, happiness.",,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,crime,crime,night,letter,character,,,,,,,,,,,
CHOICE,abstract nouns,Identify the abstract noun(s): ,"abstract nouns Abstract nouns are common and useful. Abstract nouns denote an idea, quality, or state rather than a concrete object, e.g. truth, danger, happiness.",,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,culture,culture,area,agreement,box,,,,,,,,,,,
CHOICE,abstract nouns,Identify the abstract noun(s): ,"abstract nouns Abstract nouns are common and useful. Abstract nouns denote an idea, quality, or state rather than a concrete object, e.g. truth, danger, happiness.",,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,curiosity,curiosity,water,capital,discussion,,,,,,,,,,,
CHOICE,abstract nouns,Identify the abstract noun(s): ,"abstract nouns Abstract nouns are common and useful. Abstract nouns denote an idea, quality, or state rather than a concrete object, e.g. truth, danger, happiness.",,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,customer service,customer service,thing,analysis,past,,,,,,,,,,,
